Utility Charateristics,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,SERVICE_TYPE,"Data Type
O = Observed
I = Imputed",State,Ownership,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count,Thousands Dollars,Megawatthours,Count
2012,16611,Access Energy Coop,A,Bundled,O,IA,Cooperative,"13,466.1","112,092","8,512","3,122.5","32,960",194,"6,023.9","76,981",22,0.0,0,0,"22,612.5","222,033","8,728"
2012,16612,City & County of San Francisco,A,Bundled,O,CA,Municipal,0.0,0,0,"76,935.0","857,192","1,941",312.0,"6,038",1,"4,130.0","103,268",1,"81,377.0","966,498","1,943"
2012,16613,Sam Houston Electric Coop Inc,A,Bundled,O,TX,Cooperative,"99,334.0","880,591","63,576","13,226.0","112,280","5,418","22,248.0","241,828",174,.,.,.,"134,808.0","1,234,699","69,168"
2012,16616,"San Isabel Electric Assn, Inc",A,Bundled,O,CO,Cooperative,"23,310.0","154,137","20,826","8,833.0","59,226","2,649","18,199.0","232,633",28,.,.,.,"50,342.0","445,996","23,503"
2012,16622,"San Miguel Power Assn, Inc",A,Bundled,O,CO,Cooperative,"14,434.9","98,458","10,594","10,919.1","87,095","2,416",133.2,841,55,.,.,.,"25,487.2","186,394","13,065"
2012,16627,San Patricio Electric Coop Inc,A,Bundled,O,TX,Cooperative,"13,853.0","108,492","8,346","5,236.0","40,362","2,546","3,312.0","43,025",30,.,.,.,"22,401.0","191,879","10,922"
2012,16628,City of Sanborn - (IA),A,Bundled,O,IA,Municipal,650.0,"6,510",560,205.0,"1,929",101,"1,111.0","13,980",29,.,.,.,"1,966.0","22,419",690
2012,16629,Sand Mountain Electric Coop,A,Bundled,O,AL,Cooperative,"37,248.0","343,745","24,819","19,836.0","167,656","5,790","9,127.0","107,967",6,0.0,0,0,"66,211.0","619,368","30,615"
2012,16638,"San Bernard Electric Coop, Inc",A,Bundled,O,TX,Cooperative,"42,004.0","340,848","23,835","8,681.0","92,089","1,098","8,362.0","125,982",6,.,.,.,"59,047.0","558,919","24,939"
2012,16649,Sangre De Cristo Elec Assn Inc,A,Bundled,O,CO,Cooperative,"11,418.0","71,918","10,756","4,162.0","31,400",965,.,.,.,.,.,.,"15,580.0","103,318","11,721"
2012,16655,City of Santa Clara - (CA),A,Bundled,O,CA,Municipal,"24,756.0","238,070","44,350","15,408.0","112,078","6,264","263,172.0","2,571,963","1,768",0.0,0,0,"303,336.0","2,922,111","52,382"
2012,16668,Sabine Cogen LP,A,Bundled,O,TX,Unregulated,.,.,.,.,.,.,"13,975.0","166,873",1,.,.,.,"13,975.0","166,873",1
2012,16674,Satilla Rural Elec Member Corporation,A,Bundled,O,GA,Cooperative,"80,718.0","692,486","48,699","12,617.6","101,433","4,574","14,183.9","236,503",20,0.0,0,0,"107,519.5","1,030,422","53,293"
2012,16679,City of Sauk Centre - (MN),A,Bundled,O,MN,Municipal,"1,543.0","18,845","1,958",927.0,"10,680",379,"2,096.0","32,079",65,.,.,.,"4,566.0","61,604","2,402"
2012,16740,Scenic Rivers Energy Coop,A,Bundled,O,IL,Cooperative,35.9,296,13,.,.,.,.,.,.,.,.,.,35.9,296,13
2012,16740,Scenic Rivers Energy Coop,A,Bundled,O,WI,Cooperative,"22,875.8","180,099","12,824","3,249.5","27,233",827,19.8,174,5,.,.,.,"26,145.1","207,506","13,656"
2012,16751,Three Rivers Electric Coop,A,Bundled,O,MO,Cooperative,"26,768.0","272,920","20,172","5,368.0","64,938","1,659","2,073.0","30,234",11,.,.,.,"34,209.0","368,092","21,842"
2012,16759,"Sheridan Electric Coop, Inc",A,Bundled,O,MT,Cooperative,"2,950.0","34,059","2,729","7,448.1","67,399",781,606.3,"4,435",614,.,.,.,"11,004.4","105,893","4,124"
2012,16759,"Sheridan Electric Coop, Inc",A,Bundled,O,ND,Cooperative,250.3,"3,032",263,519.4,"4,354",66,70.8,462,81,.,.,.,840.5,"7,848",410
2012,16778,City of Schuyler - (NE),A,Bundled,O,NE,Municipal,"2,577.0","27,738","2,105","1,434.0","14,295",319,"6,381.0","92,223",126,.,.,.,"10,392.0","134,256","2,550"
2012,16805,SEMO Electric Cooperative,A,Bundled,O,MO,Cooperative,"16,432.0","172,222","10,695","11,057.0","91,828","5,083","3,032.0","39,037",13,.,.,.,"30,521.0","303,087","15,791"
2012,16829,City of Scottsboro,A,Bundled,O,AL,Municipal,"9,704.0","96,908","6,751","12,603.0","124,739","1,507","6,928.0","79,947",11,0.0,0,0,"29,235.0","301,594","8,269"
2012,16830,City of Scottsburg - (IN),A,Bundled,O,IN,Municipal,"2,653.0","30,973","2,537","1,575.0","18,661",899,"7,370.0","93,052",158,.,.,.,"11,598.0","142,686","3,594"
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,CA,Retail Power Marketer,0.0,0,0,"344,978.7","5,658,384",145,"126,908.8","1,875,061",56,0.0,0,0,"471,887.5","7,533,445",201
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,CT,Retail Power Marketer,0.0,0,0,"73,994.4","1,133,709",37,"9,629.5","145,822",11,0.0,0,0,"83,623.9","1,279,531",48
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,DC,Retail Power Marketer,0.0,0,0,"14,098.0","201,982",14,0.0,0,0,0.0,0,0,"14,098.0","201,982",14
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,DE,Retail Power Marketer,0.0,0,0,"26,172.4","458,155",16,"1,466.6","20,815",3,0.0,0,0,"27,639.0","478,970",19
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,IL,Retail Power Marketer,0.0,0,0,"179,487.8","4,222,367",213,"38,476.8","806,256",39,0.0,0,0,"217,964.6","5,028,623",252
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,MA,Retail Power Marketer,0.0,0,0,"88,523.3","1,239,503",60,"12,245.5","198,421",12,0.0,0,0,"100,768.8","1,437,924",72
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,MD,Retail Power Marketer,0.0,0,0,"54,195.0","923,122",36,"5,302.5","103,415",4,0.0,0,0,"59,497.5","1,026,537",40
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,ME,Retail Power Marketer,0.0,0,0,"16,541.2","233,681",12,"14,775.3","290,764",3,0.0,0,0,"31,316.5","524,445",15
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,MI,Retail Power Marketer,0.0,0,0,"63,433.5","1,198,360",75,"37,379.1","681,262",14,0.0,0,0,"100,812.6","1,879,622",89
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,NH,Retail Power Marketer,0.0,0,0,858.8,"14,145",4,70.5,"1,203",1,0.0,0,0,929.3,"15,348",5
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,NJ,Retail Power Marketer,0.0,0,0,"116,165.3","1,622,034",57,"22,452.9","328,732",11,0.0,0,0,"138,618.2","1,950,766",68
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,NY,Retail Power Marketer,0.0,0,0,"39,172.5","606,476",37,"9,663.0","216,903",7,0.0,0,0,"48,835.5","823,379",44
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,OH,Retail Power Marketer,0.0,0,0,"133,151.6","2,555,073",406,"23,111.1","533,715",19,0.0,0,0,"156,262.7","3,088,788",425
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,OR,Retail Power Marketer,0.0,0,0,"31,984.0","904,381",40,"15,341.8","434,140",7,0.0,0,0,"47,325.8","1,338,521",47
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,PA,Retail Power Marketer,0.0,0,0,"177,418.2","2,682,927",81,"36,750.0","682,579",18,"14,077.6","187,733",1,"228,245.8","3,553,239",100
2012,16840,Noble Americas Energy Solutions LLC,B,Energy,O,RI,Retail Power Marketer,0.0,0,0,"14,075.2","225,142",18,807.4,"12,990",2,0.0,0,0,"14,882.6","238,132",20
2012,16840,Noble Americas Energy Solutions LLC,D,Bundled,O,TX,Retail Power Marketer,0.0,0,0,"295,961.9","6,128,996",181,"39,721.0","900,796",39,0.0,0,0,"335,682.9","7,029,792",220
2012,16851,SE-MA-NO Electric Coop,A,Bundled,O,MO,Cooperative,"6,828.0","76,351","5,512","1,170.0","14,386",395,813.0,"11,505",9,.,.,.,"8,811.0","102,242","5,916"
2012,16852,City of Seaford- (DE),A,Bundled,O,DE,Municipal,"4,394.0","28,489","2,779","2,581.0","16,593",677,"7,253.0","59,927",81,.,.,.,"14,228.0","105,009","3,537"
2012,16854,"Heartland Rural Elec Coop, Inc",A,Bundled,O,KS,Cooperative,"15,264.0","105,471","9,289","5,757.0","44,079","2,190","2,235.0","29,252",2,.,.,.,"23,256.0","178,802","11,481"
2012,16865,Sawnee Electric Membership Corporation,A,Bundled,O,GA,Cooperative,"213,030.6","2,041,618","137,045","82,829.7","812,202","16,442","18,490.3","266,391",101,0.0,0,0,"314,350.6","3,120,211","153,588"
2012,16868,City of Seattle - (WA),A,Bundled,O,WA,Municipal,"243,806.0","3,146,951","362,524","356,093.0","5,237,477","39,866","64,316.0","1,081,568",214,48.0,646,4,"664,263.0","9,466,642","402,608"
2012,16900,City of Seguin - (TX),A,Bundled,O,TX,Municipal,"8,562.0","84,833","6,878","9,816.0","101,658","1,357","7,596.0","99,598",13,.,.,.,"25,974.0","286,089","8,248"
2012,16920,Sedgwick County El Coop Assn Inc,A,Bundled,O,KS,Cooperative,"10,796.9","86,507","5,220","3,203.0","25,502","1,020","2,295.2","24,665",7,.,.,.,"16,295.1","136,674","6,247"
2012,16921,City of Seneca,A,Bundled,O,SC,Municipal,"6,593.9","57,220","6,606","8,351.8","75,090","1,091",115.7,"1,124",2,.,.,.,"15,061.4","133,434","7,699"
2012,16922,City of Seneca - (KS),A,Bundled,O,KS,Municipal,798.0,"10,191",964,350.0,"5,438",211,"1,469.0","20,213",62,.,.,.,"2,617.0","35,842","1,237"
2012,16930,Sequachee Valley Electric Coop,A,Bundled,O,TN,Cooperative,"43,356.0","410,049","29,313","22,443.0","206,060","5,470","10,787.0","119,814",13,0.0,0,0,"76,586.0","735,923","34,796"
2012,16932,City of Sergeant Bluff - (IA),A,Bundled,O,IA,Municipal,"1,291.0","16,926","1,472","1,169.0","16,535",142,.,.,.,.,.,.,"2,460.0","33,461","1,614"
2012,16949,Sevier County Electric System,A,Bundled,O,TN,Municipal,"46,811.0","463,764","33,925","86,116.0","821,184","20,739","6,077.0","72,439",12,0.0,0,0,"139,004.0","1,357,387","54,676"
2012,16953,City of Seward - (NE),A,Bundled,O,NE,Municipal,"2,826.0","27,804","2,725","3,183.0","34,060",531,"2,222.0","31,098",5,.,.,.,"8,231.0","92,962","3,261"
2012,16954,Seward County Rrl Pub Pwr Dist,A,Bundled,O,NE,Political Subdivision,"5,706.0","54,994","3,145","2,075.0","17,032",971,"2,264.0","16,203",670,.,.,.,"10,045.0","88,229","4,786"
2012,16955,City of Seward - (AK),A,Bundled,O,AK,Municipal,"3,344.0","16,488","2,064","1,869.0","8,651",503,"5,828.0","33,599",126,0.0,0,0,"11,041.0","58,738","2,693"
2012,16971,Shakopee Public Utilities Comm,A,Bundled,O,MN,Municipal,"15,819.0","137,368","14,839","1,081.0","10,455","1,064","21,597.0","252,006",503,.,.,.,"38,497.0","399,829","16,406"
2012,17008,Sharyland Utilities LP,A,Bundled,O,TX,Investor Owned,"35,785.1","336,851","26,451","49,810.9","508,985","15,437","46,059.7","545,034","2,711",.,.,.,"131,655.7","1,390,870","44,599"
2012,17011,Shawano Municipal Utilities,A,Bundled,O,WI,Municipal,"3,505.0","32,652","4,189","1,962.0","16,207","1,298","18,550.0","244,039",161,.,.,.,"24,017.0","292,898","5,648"
2012,17028,City of Sheboygan Falls - (WI),A,Bundled,O,WI,Municipal,"2,972.0","32,620","4,032",742.0,"8,209",420,"10,689.0","138,445",62,.,.,.,"14,403.0","179,274","4,514"
2012,17033,Sheffield Utilities,A,Bundled,O,AL,Municipal,"22,663.0","226,596","15,335","13,899.0","123,070","3,394","21,508.0","332,881",13,0.0,0,0,"58,070.0","682,547","18,742"
2012,17037,City of Shelby - (NC),A,Bundled,O,NC,Municipal,"7,526.0","68,921","6,052","10,498.0","117,235","1,882",78.0,849,2,.,.,.,"18,102.0","187,005","7,936"
2012,17038,RushShelby Energy,A,Bundled,O,IN,Cooperative,"25,035.1","200,415","14,222","5,290.0","44,820",198,"9,390.8","133,577",7,.,.,.,"39,715.9","378,812","14,427"
2012,17040,"Shelby Electric Coop, Inc",A,Bundled,O,IL,Cooperative,"19,741.0","121,179","9,787","4,030.0","39,103",155,"6,403.0","76,274",10,.,.,.,"30,174.0","236,556","9,952"
2012,17043,City of Shelby - (OH),A,Bundled,O,OH,Municipal,"4,975.7","46,794","4,874","2,223.4","20,726",181,"3,250.5","34,818",22,.,.,.,"10,449.6","102,338","5,077"
2012,17044,"Shelby Energy Co-op, Inc",A,Bundled,O,KY,Cooperative,"23,970.0","221,013","14,970","6,008.0","67,037",382,"11,384.0","162,324",8,.,.,.,"41,362.0","450,374","15,360"
2012,17047,City of Shelbyville - (TN),A,Bundled,O,TN,Municipal,"10,771.0","106,459","8,223","12,488.0","123,974","1,494","10,790.0","134,055",10,0.0,0,0,"34,049.0","364,488","9,727"
2012,17066,Shenandoah Valley Elec Coop,A,Bundled,O,VA,Cooperative,"109,217.8","1,056,212","73,273","33,963.6","325,870","15,536","67,568.1","891,756",372,0.0,0,0,"210,749.5","2,273,838","89,181"
2012,17127,Town of Shrewsbury - (MA),A,Bundled,O,MA,Municipal,"15,377.0","133,642","14,096","6,116.0","50,723","1,581","9,583.0","99,846",73,.,.,.,"31,076.0","284,211","15,750"
2012,17141,City of Sibley - (IA),A,Bundled,O,IA,Municipal,"1,142.0","15,330","1,299",898.0,"10,158",222,303.0,"5,054",1,.,.,.,"2,343.0","30,542","1,522"
2012,17149,City of Sidney,A,Bundled,O,NE,Municipal,"2,946.0","27,501","3,008","1,781.0","20,277",742,"1,809.0","32,607",46,.,.,.,"6,536.0","80,385","3,796"
2012,17164,Sierra Pacific Industries Inc,A,Bundled,O,CA,Unregulated,.,.,.,.,.,.,411.0,"4,109",1,.,.,.,411.0,"4,109",1
2012,17164,Sierra Pacific Industries Inc,A,Bundled,O,WA,Unregulated,.,.,.,.,.,.,"3,553.0","37,537",1,.,.,.,"3,553.0","37,537",1
2012,17166,Sierra Pacific Power Co,A,Bundled,O,NV,Investor Owned,"252,369.0","2,284,198","279,231","284,333.0","2,945,767","45,111","165,931.0","2,707,394",109,0.0,0,0,"702,633.0","7,937,359","324,451"
2012,17166,Sierra Pacific Power Co,C,Delivery,O,NV,Investor Owned,0.0,0,0,0.0,0,0,"1,895.0","1,231,247",3,0.0,0,0,"1,895.0","1,231,247",3
2012,17177,City of Sikeston - (MO),A,Bundled,O,MO,Municipal,"5,963.0","125,220","7,293","6,127.0","131,419","1,812","3,281.0","88,702",16,.,.,.,"15,371.0","345,341","9,121"
2012,17184,City of Siloam Springs - (AR),A,Bundled,O,AR,Municipal,"7,183.6","67,752","6,040","2,442.7","20,886",833,"11,955.3","153,258",190,.,.,.,"21,581.6","241,896","7,063"
2012,17252,Singing River Elec Pwr Assn,A,Bundled,O,AL,Cooperative,482.4,"4,002",370,73.7,653,19,0.0,0,0,0.0,0,0,556.1,"4,655",389
2012,17252,Singing River Elec Pwr Assn,A,Bundled,O,MS,Cooperative,"103,683.4","906,358","62,348","36,665.2","337,898","8,424","9,257.6","120,010",10,0.0,0,0,"149,606.2","1,364,266","70,782"
2012,17260,North West Rural Electric Coop,A,Bundled,O,IA,Cooperative,"18,475.1","222,742","8,794","23,311.3","370,563",766,376.8,"4,986",2,.,.,.,"42,163.2","598,291","9,562"
2012,17261,Slope Electric Coop Inc,A,Bundled,O,ND,Cooperative,"3,226.2","42,841","3,006","2,655.4","25,078",551,"22,583.8","343,817",250,.,.,.,"28,465.4","411,736","3,807"
2012,17264,City of Sioux Center,A,Bundled,O,IA,Municipal,"2,276.0","26,164","2,165",905.0,"10,966",401,"5,827.0","80,837",52,.,.,.,"9,008.0","117,967","2,618"
2012,17265,City of Sioux Falls - (SD),A,Bundled,O,SD,Municipal,"1,042.0","9,624","1,676","6,110.0","74,583",945,.,.,.,.,.,.,"7,152.0","84,207","2,621"
2012,17267,Sioux Valley SW Elec Coop,A,Bundled,O,MN,Cooperative,"6,636.1","65,072","2,714",480.3,"4,276",179,"2,328.7","30,722",84,.,.,.,"9,445.1","100,070","2,977"
2012,17267,Sioux Valley SW Elec Coop,A,Bundled,O,SD,Cooperative,"26,651.6","260,715","16,891","4,395.1","37,320","1,848","18,797.0","264,327",393,.,.,.,"49,843.7","562,362","19,132"
2012,17271,City & Borough of Sitka - (AK),A,Bundled,O,AK,Municipal,"4,570.0","47,899","3,669","5,638.0","58,534","1,622",476.0,"4,968",15,.,.,.,"10,684.0","111,401","5,306"
2012,17279,PUD No 1 of Skamania Co,A,Bundled,O,WA,Political Subdivision,"5,480.0","74,327","5,223","1,395.1","21,912",563,"1,525.2","26,953",55,.,.,.,"8,400.3","123,192","5,841"
2012,17290,Slash Pine Elec Member Corp,A,Bundled,O,GA,Cooperative,"12,029.4","103,698","7,756","2,256.3","21,040",589,"3,447.7","38,648",10,.,.,.,"17,733.4","163,386","8,355"
2012,17320,Sleepy Eye Public Utility Comm,A,Bundled,O,MN,Municipal,"1,560.0","13,664","1,536","1,432.0","13,978",344,"1,684.0","16,698",14,0.0,0,0,"4,676.0","44,340","1,894"
2012,17324,Slinger Utilities,A,Bundled,O,WI,Municipal,"2,042.0","16,362","1,860","2,255.9","19,174",330,0.0,0,0,0.0,0,0,"4,297.9","35,536","2,190"
2012,17451,Town of Smithfield - (NC),A,Bundled,O,NC,Municipal,"5,104.0","39,025","3,398","12,354.0","107,571","1,086","1,584.0","16,056",7,.,.,.,"19,042.0","162,652","4,491"
2012,17452,City of Smithville - (TN),A,Bundled,O,TN,Municipal,"2,247.0","22,158","2,036","4,703.0","48,134",575,"4,042.0","57,039",4,0.0,0,0,"10,992.0","127,331","2,615"
2012,17457,Town of Smyrna - (DE),A,Bundled,O,DE,Municipal,"6,565.9","42,426","4,408","1,462.6","9,403",478,"5,560.1","47,878",151,.,.,.,"13,588.6","99,707","5,037"
2012,17470,Snohomish County PUD No 1,A,Bundled,O,WA,Political Subdivision,"297,937.0","3,531,333","295,622","178,463.0","2,364,872","30,149","40,632.0","639,379",78,.,.,.,"517,032.0","6,535,584","325,849"
2012,17483,SRW Cogeneration LP,A,Bundled,O,TX,Unregulated,.,.,.,.,.,.,"60,173.0","2,126,331",1,.,.,.,"60,173.0","2,126,331",1
2012,17492,"Socorro Electric Coop, Inc",A,Bundled,O,NM,Cooperative,"10,910.3","70,290","11,296","9,049.9","71,912","1,605","3,969.8","37,222",52,.,.,.,"23,930.0","179,424","12,953"
2012,17512,Village of Solvay- (NY),A,Bundled,O,NY,Municipal,"3,223.0","58,921","4,686","1,671.0","33,252",408,"20,309.0","472,285",19,.,.,.,"25,203.0","564,458","5,113"
2012,17534,"South Alabama Elec Coop, Inc",A,Bundled,O,AL,Cooperative,"27,321.0","205,961","15,401","3,116.0","25,541",767,"6,675.0","70,249",4,.,.,.,"37,112.0","301,751","16,172"
2012,17539,South Carolina Electric&Gas Co,A,Bundled,O,SC,Investor Owned,"1,032,370.0","7,571,107","574,222","834,301.0","7,897,185","93,775","412,510.0","5,836,115",722,0.0,0,0,"2,279,181.0","21,304,407","668,719"
2012,17540,"South Central Ark El Coop, Inc",A,Bundled,O,AR,Cooperative,"11,694.0","108,562","9,071","3,271.0","28,892",911,"5,730.0","100,070",7,.,.,.,"20,695.0","237,524","9,989"
2012,17543,South Carolina Public Service Authority,A,Bundled,O,SC,State,"163,146.0","1,622,520","138,353","171,253.0","2,020,264","28,456","389,742.0","7,508,844",28,.,.,.,"724,141.0","11,151,628","166,837"
2012,17548,South Central Public Pwr Dist,A,Bundled,O,NE,Political Subdivision,"5,363.0","58,857","3,625","9,467.0","86,722","4,049","2,370.0","36,364",4,.,.,.,"17,200.0","181,943","7,678"
2012,17549,South Jersey Energy Company,B,Energy,O,CT,Retail Power Marketer,0.0,0,0,"1,083.3","18,646",3,0.0,0,0,0.0,0,0,"1,083.3","18,646",3
2012,17549,South Jersey Energy Company,B,Energy,O,MA,Retail Power Marketer,0.0,0,0,"3,551.6","58,498",10,0.0,0,0,0.0,0,0,"3,551.6","58,498",10
2012,17549,South Jersey Energy Company,B,Energy,O,ME,Retail Power Marketer,0.0,0,0,574.6,"10,403",7,0.0,0,0,0.0,0,0,574.6,"10,403",7
2012,17549,South Jersey Energy Company,B,Energy,O,NH,Retail Power Marketer,0.0,0,0,"4,963.2","85,712",27,0.0,0,0,0.0,0,0,"4,963.2","85,712",27
2012,17549,South Jersey Energy Company,B,Energy,O,NJ,Retail Power Marketer,0.0,0,0,"125,937.5","1,597,682",769,0.0,0,0,0.0,0,0,"125,937.5","1,597,682",769
2012,17549,South Jersey Energy Company,B,Energy,O,NY,Retail Power Marketer,0.0,0,0,"1,066.0","14,756",1,0.0,0,0,0.0,0,0,"1,066.0","14,756",1
2012,17549,South Jersey Energy Company,B,Energy,O,PA,Retail Power Marketer,0.0,0,0,"2,817.0","39,223",33,0.0,0,0,0.0,0,0,"2,817.0","39,223",33
2012,17549,South Jersey Energy Company,B,Energy,O,RI,Retail Power Marketer,0.0,0,0,"2,827.3","39,374",10,0.0,0,0,0.0,0,0,"2,827.3","39,374",10
2012,17550,South Central Electric Assn,A,Bundled,O,MN,Cooperative,"7,803.6","60,111","3,432","3,676.5","34,542",455,"4,761.8","86,385",3,.,.,.,"16,241.9","181,038","3,890"
2012,17560,Town of South Hadley - (MA),A,Bundled,O,MA,Municipal,"8,478.7","59,909","6,920","3,540.6","23,795","1,093","4,059.6","32,547",13,.,.,.,"16,078.9","116,251","8,026"
2012,17561,South Plains Electric Coop Inc,A,Bundled,O,TX,Cooperative,"39,437.7","456,014","34,162","31,010.0","369,531","7,585","45,200.2","663,998","7,638",.,.,.,"115,647.9","1,489,543","49,385"
2012,17562,City of South Haven - (MI),A,Bundled,O,MI,Municipal,"5,367.6","49,173","7,769","6,648.1","64,240","1,262","1,800.2","23,903",21,.,.,.,"13,815.9","137,316","9,052"
2012,17564,South Kentucky Rural E C C,A,Bundled,O,KY,Cooperative,"80,227.7","747,114","60,198","9,957.1","80,121","5,052","30,811.0","361,648",566,0.0,0,0,"120,995.8","1,188,883","65,816"
2012,17564,South Kentucky Rural E C C,A,Bundled,O,TN,Cooperative,148.0,"1,283",156,79.2,665,28,84.0,681,3,0.0,0,0,311.2,"2,629",187
2012,17565,South Louisiana Elec Coop Assn,A,Bundled,O,LA,Cooperative,"22,240.1","290,211","17,549","19,875.1","239,365","3,341","3,847.7","52,098",11,.,.,.,"45,962.9","581,674","20,901"
2012,17569,City of South Norwalk - (CT),A,Bundled,O,CT,Municipal,"5,721.8","39,034","5,093","5,928.5","34,910","1,222","2,242.7","14,079",17,.,.,.,"13,893.0","88,023","6,332"
2012,17572,South River Elec Member Corp,A,Bundled,O,NC,Cooperative,"74,307.0","609,992","39,946","13,748.0","136,594","2,437","1,210.0","14,117",5,.,.,.,"89,265.0","760,703","42,388"
2012,17577,City of South Sioux City,A,Bundled,O,NE,Municipal,"6,332.0","54,859","4,667","11,715.0","137,091",781,.,.,.,.,.,.,"18,047.0","191,950","5,448"
2012,17585,"Southeastern IL Elec Coop, Inc",A,Bundled,O,IL,Cooperative,"36,418.0","304,795","21,614","15,868.0","143,585","2,080","37,472.0","470,486",29,.,.,.,"89,758.0","918,866","23,723"
2012,17592,Southeast Colorado Power Assn,A,Bundled,O,CO,Cooperative,"10,118.4","62,982","7,618","7,254.0","55,488","1,133","8,680.8","84,949","1,409",.,.,.,"26,053.2","203,419","10,160"
2012,17599,Southeastern Indiana R E M C,A,Bundled,O,IN,Cooperative,"46,582.0","362,127","25,332","5,405.0","46,283","1,186","9,578.0","116,282",13,.,.,.,"61,565.0","524,692","26,531"
2012,17603,Southeastern Electric Coop Inc - (OK),A,Bundled,O,OK,Cooperative,"18,453.2","178,238","13,253","2,016.1","22,190",634,"3,227.8","68,708",16,.,.,.,"23,697.1","269,136","13,903"
